state,n,nA,nB,rewardA,rewardB,mn_rewardA,mn_rewardB
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",9584,6143,3441,574,310,0.09343968744912909,0.09009009009009009
"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",4809,2486,2323,229,229,0.0921158487530169,0.09857942315970727
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",29895,12472,17423,1197,1615,0.09597498396407954,0.09269356597600872
"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1]",7772,3895,3877,386,337,0.09910141206675224,0.0869228785143152
"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0]",4810,2429,2381,218,202,0.08974886784685056,0.08483830323393532
"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1]",4684,2350,2334,225,217,0.09574468085106383,0.09297343616109682
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",5437,2370,3067,203,293,0.08565400843881857,0.09553309422888817
"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1]",21015,4223,16792,386,1550,0.09140421501302391,0.09230585993330158
"[1, 1, 1, 0, 1, 0, 0, 0, 1, 1]",7379,2937,4442,293,432,0.09976166155941436,0.09725348941918055
"[0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",5659,2848,2811,291,277,0.10217696629213484,0.09854144432586268
"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]",5604,3325,2279,321,221,0.09654135338345865,0.09697235629662132
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",4790,2336,2454,196,251,0.0839041095890411,0.10228198859005705
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]",5008,2460,2548,218,217,0.0886178861788618,0.08516483516483517
"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",5667,2828,2839,279,286,0.09865629420084866,0.10073969707643536
"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0]",5973,2497,3476,239,330,0.09571485782939528,0.0949367088607595
"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",5817,3567,2250,324,213,0.09083263246425567,0.09466666666666666
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",4450,2235,2215,210,192,0.09395973154362416,0.08668171557562077
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 0]",6988,2821,4167,268,387,0.09500177242112726,0.09287257019438445
"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",6157,3770,2387,346,229,0.09177718832891246,0.09593632174277336
"[1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",6444,2522,3922,259,346,0.10269627279936558,0.08822029576746558
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",5056,2519,2537,243,218,0.0964668519253672,0.08592826172644856
"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",4456,2244,2212,209,197,0.09313725490196079,0.08905967450271247
"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",4678,2305,2373,224,217,0.09718004338394794,0.09144542772861357
"[0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",31947,14057,17890,1343,1736,0.09553958881695952,0.09703745108999441
"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",15616,9835,5781,921,566,0.09364514489069649,0.09790693651617367
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 1]",6002,3256,2746,317,247,0.09735872235872235,0.08994901675163874
"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",5098,2490,2608,232,216,0.09317269076305221,0.08282208588957055
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",17081,6644,10437,642,1042,0.09662853702588801,0.09983711794576985
"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",30944,17181,13763,1600,1305,0.0931261276992026,0.09481944343529754
"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",31817,23754,8063,2257,752,0.09501557632398754,0.09326553392037704
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",9957,6709,3248,627,307,0.09345655090177374,0.09451970443349754
"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0]",4639,2251,2388,214,238,0.09506885828520657,0.09966499162479062
"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",11116,7571,3545,731,329,0.09655263505481443,0.0928067700987306
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",6989,3506,3483,309,310,0.0881346263548203,0.08900373241458513
"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",6699,4019,2680,379,231,0.09430206519034585,0.08619402985074627
"[0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",14729,5568,9161,487,878,0.08746408045977011,0.0958410653858749
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",89461,23350,66111,2291,6244,0.09811563169164882,0.09444721755834884
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",5585,2472,3113,211,281,0.08535598705501618,0.09026662383552843
"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",10165,6788,3377,631,331,0.09295816146140247,0.09801599052413384
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",10236,6376,3860,586,366,0.09190715181932246,0.09481865284974093
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",8743,4831,3912,458,373,0.09480438832539846,0.09534764826175869
"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",10476,3442,7034,342,646,0.09936083672283556,0.09183963605345465
"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1]",12022,3767,8255,352,776,0.0934430581364481,0.09400363416111447
"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",31031,7883,23148,749,2190,0.0950145883546873,0.09460860549507517
"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]",7603,3192,4411,257,449,0.08051378446115288,0.1017909771026978
"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",5359,3016,2343,276,237,0.09151193633952255,0.10115236875800256
"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",29527,22144,7383,2180,649,0.09844653179190752,0.08790464580793715
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",31151,7311,23840,708,2291,0.09684037751333607,0.0960989932885906
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",15436,10156,5280,924,518,0.09098070106341079,0.0981060606060606
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10999,4595,6404,440,611,0.0957562568008705,0.09540911930043723
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",4883,2360,2523,225,224,0.09533898305084745,0.08878319460959176
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",6462,3882,2580,414,266,0.10664605873261206,0.10310077519379846
"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1]",5738,3364,2374,334,256,0.09928656361474435,0.10783487784330244
"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",23971,17848,6123,1734,576,0.09715374271627072,0.09407153356197942
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",7104,3750,3354,345,302,0.092,0.0900417412045319
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]",12327,8534,3793,825,352,0.09667213498945394,0.09280253097811758
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",5953,3298,2655,307,252,0.09308671922377199,0.09491525423728814
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 0]",6231,3703,2528,350,242,0.0945179584120983,0.09572784810126582
"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]",8134,4632,3502,453,310,0.0977979274611399,0.0885208452312964
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",5713,2596,3117,253,280,0.09745762711864407,0.08982996470965672
"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",8344,2966,5378,283,494,0.09541469993256911,0.09185570844179992
"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",6363,3580,2783,369,252,0.10307262569832402,0.0905497664390945
"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",6986,4288,2698,401,290,0.09351679104477612,0.10748702742772424
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",6797,3858,2939,398,281,0.10316226023846553,0.09561075195644778
"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",5365,2584,2781,241,248,0.09326625386996903,0.08917655519597267
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0]",4863,2476,2387,230,245,0.09289176090468497,0.10263929618768329
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",7387,4049,3338,364,310,0.08989874042973574,0.09286998202516476
"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]",5375,3103,2272,284,222,0.09152433129229777,0.0977112676056338
"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",7694,4076,3618,354,340,0.08684985279685967,0.09397457158651189
"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1]",8625,4795,3830,431,348,0.08988529718456725,0.09086161879895562
"[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",23280,4603,18677,420,1813,0.09124484032152944,0.09707126412164695
"[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",6799,2851,3948,312,386,0.1094352858646089,0.0977710233029382
"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",7358,2815,4543,272,429,0.09662522202486679,0.09443099273607748
"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",5368,2372,2996,212,260,0.0893760539629005,0.08678237650200267
"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",11588,7936,3652,772,338,0.09727822580645161,0.09255202628696604
"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",5774,2873,2901,265,272,0.09223807866341803,0.09376077214753534
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",5563,2317,3246,222,326,0.09581355200690549,0.1004313000616143
"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",6496,3334,3162,295,295,0.08848230353929214,0.09329538266919671
"[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]",5426,2489,2937,258,294,0.1036560867818401,0.10010214504596528
"[1, 1, 0, 1, 1, 1, 0, 0, 0, 1]",6301,2571,3730,273,361,0.10618436406067679,0.0967828418230563
"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",6556,2922,3634,284,349,0.0971937029431896,0.09603742432581178
"[1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",4494,2209,2285,205,232,0.09280217292892712,0.10153172866520788
"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",8665,4225,4440,409,465,0.09680473372781065,0.10472972972972973
"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]",5371,3172,2199,300,220,0.09457755359394704,0.10004547521600728
"[0, 1, 0, 1, 0, 1, 1, 0, 1, 1]",5865,2566,3299,229,316,0.08924395946999221,0.09578660200060625
"[0, 1, 0, 1, 1, 0, 1, 1, 0, 1]",5356,2307,3049,216,306,0.09362808842652796,0.10036077402427025
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1]",6769,3060,3709,285,361,0.09313725490196079,0.09733081693178755
"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1]",13895,4906,8989,498,874,0.10150835711373828,0.09722994771387251
"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1]",21034,16122,4912,1602,509,0.09936732415333085,0.10362377850162867
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",72188,60895,11293,5777,1077,0.09486821578126282,0.09536881253874081
"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",8070,4797,3273,460,311,0.09589326662497394,0.09501985945615643
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10538,4122,6416,385,655,0.09340126152353227,0.10208852867830424
"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1]",8068,4669,3399,428,345,0.09166845148854144,0.10150044130626655
"[0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",6248,2773,3475,263,304,0.09484313018391634,0.08748201438848921
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2008923,168542,1840381,16051,176555,0.09523442228049982,0.09593393976573329
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",41173,26079,15094,2510,1360,0.09624602170328617,0.09010202729561415
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",8335,4946,3389,453,328,0.09158916295996765,0.09678371200944232
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",5333,3029,2304,279,214,0.09210960713106636,0.09288194444444445
"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",10707,7348,3359,632,339,0.08600979858464888,0.10092289371836856
"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",8334,4389,3945,434,350,0.09888357256778309,0.08871989860583017
"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",7425,4978,2447,477,244,0.09582161510646846,0.09971393543114017
"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",198257,68451,129806,6494,12476,0.09487078348015368,0.09611266043172119
"[0, 1, 0, 1, 1, 0, 1, 1, 1, 1]",11746,4269,7477,388,713,0.0908877957367065,0.09535910124381436
"[0, 1, 0, 1, 0, 0, 1, 1, 1, 1]",8559,3845,4714,385,435,0.10013003901170352,0.09227831989817564
"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",71989,61146,10843,5678,1007,0.09285971281849999,0.09287097666697408
"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]",6237,3914,2323,375,221,0.09580991313234542,0.0951356005165734
"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",28698,21600,7098,2152,664,0.09962962962962962,0.09354747816286278
"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",12944,8740,4204,835,432,0.09553775743707094,0.1027592768791627
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",11896,8139,3757,801,369,0.09841503870254331,0.09821666223050306
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",31313,24209,7104,2375,681,0.09810401090503532,0.09586148648648649
"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",15103,10459,4644,1006,440,0.09618510373840711,0.09474590869939707
"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",7309,3937,3372,378,313,0.09601219202438405,0.09282325029655991
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",25020,5089,19931,484,1902,0.09510709373157791,0.09542923084642015
"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",9772,6574,3198,634,317,0.09644052327350168,0.09912445278298937
"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0]",6748,3442,3306,329,318,0.09558396281231842,0.09618874773139746
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",8017,4427,3590,450,335,0.1016489722159476,0.09331476323119778
"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]",6548,3077,3471,259,347,0.08417289567760806,0.09997118985883031
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",28028,11822,16206,1111,1525,0.09397733040094738,0.09410095026533383
"[1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",5329,2210,3119,198,263,0.08959276018099548,0.08432189804424495
"[0, 0, 1, 0, 1, 1, 1, 1, 0, 1]",5737,2468,3269,211,331,0.08549432739059967,0.10125420617925972
"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",5254,2715,2539,229,242,0.0843462246777164,0.09531311539976368
"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",13906,9564,4342,922,437,0.09640317858636553,0.10064486411791801
"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",10006,6690,3316,666,354,0.09955156950672646,0.10675512665862485
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",29052,22080,6972,2129,656,0.09642210144927536,0.09409064830751578
"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]",6217,3700,2517,325,228,0.08783783783783784,0.09058402860548272
"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1]",7539,3587,3952,369,385,0.10287148034569278,0.09741902834008097
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",25694,19274,6420,1866,601,0.09681436131576217,0.09361370716510903
"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",7849,2702,5147,279,512,0.10325684678016284,0.09947542257625802
"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",28877,11978,16899,1118,1583,0.09333778594089163,0.0936741819042547
"[1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",5636,2480,3156,273,284,0.11008064516129032,0.08998732572877059
"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",10451,3890,6561,377,670,0.09691516709511568,0.10211857948483463
"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",28296,12652,15644,1247,1469,0.09856149225418906,0.09390181539248274
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",8125,3943,4182,359,420,0.09104742581790515,0.10043041606886657
"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]",19565,15696,3869,1434,362,0.09136085626911315,0.0935642284828121
"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",5679,3344,2335,337,222,0.1007775119617225,0.09507494646680942
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",5693,3226,2467,272,269,0.08431494110353378,0.10903931901094446
"[0, 1, 0, 1, 0, 1, 1, 1, 0, 0]",5253,2674,2579,253,230,0.09461480927449514,0.08918185343156262
"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",5535,3270,2265,336,205,0.10275229357798166,0.09050772626931568
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",9596,6387,3209,615,293,0.09628933771723815,0.09130570271112497
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",10690,7144,3546,710,347,0.09938409854423293,0.09785673998871969
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",5195,2604,2591,271,257,0.10407066052227343,0.09918950212273253
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",7725,4006,3719,353,368,0.08811782326510234,0.09895133100295779
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",6780,3787,2993,345,276,0.09110113546342752,0.09221516872702974
"[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]",6804,3410,3394,334,327,0.09794721407624633,0.09634649381261048
"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",5477,2986,2491,270,245,0.09042196918955124,0.0983540746688077
"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",5660,3366,2294,313,231,0.09298871063576945,0.1006974716652136
"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",6162,2571,3591,263,365,0.10229482691559705,0.10164299637983848
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",5386,3266,2120,320,197,0.09797917942437231,0.09292452830188679
"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",6826,2877,3949,263,419,0.09141466805700382,0.10610281083818689
"[0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",8555,4479,4076,393,381,0.08774279973208306,0.09347399411187439
"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",5554,3217,2337,305,224,0.09480882810071495,0.09584937954642704
"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",4530,2299,2231,207,216,0.0900391474554154,0.09681757059614522
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",8265,4259,4006,403,370,0.09462315097440714,0.09236145781328008
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",12686,6775,5911,634,521,0.09357933579335793,0.08814075452546101
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",12189,8042,4147,791,376,0.09835861725938821,0.09066795273691826
"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",6411,3589,2822,364,283,0.10142100863750349,0.1002834868887314
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 1]",6559,2978,3581,286,356,0.09603760913364674,0.09941357162803686
"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",4551,2257,2294,202,221,0.08949933540097474,0.0963382737576286
"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",5462,3105,2357,274,211,0.08824476650563608,0.08952057700466695
"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",6029,2555,3474,240,301,0.09393346379647749,0.08664363845710996
"[1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",4521,2184,2337,226,220,0.10347985347985347,0.094137783483098
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",29941,18869,11072,1799,1083,0.09534156553076474,0.09781430635838151
"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",32074,19229,12845,1881,1208,0.09782099953195694,0.09404437524328532
"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",7903,3038,4865,277,426,0.0911784068466096,0.08756423432682425
"[0, 0, 1, 1, 1, 1, 0, 1, 1, 0]",7227,3102,4125,312,427,0.10058027079303675,0.10351515151515152
"[0, 1, 1, 0, 0, 0, 0, 1, 1, 1]",20866,16003,4863,1540,452,0.09623195650815472,0.09294674069504422
"[0, 0, 0, 1, 0, 1, 1, 1, 0, 1]",4991,2619,2372,260,219,0.09927453226422299,0.09232715008431704
"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",9822,6684,3138,596,316,0.08916816277678037,0.10070108349267048
"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]",9655,6529,3126,606,319,0.09281666411395313,0.10204734484964811
"[0, 0, 1, 1, 0, 1, 1, 0, 0, 1]",6041,3127,2914,321,246,0.10265430124720179,0.08442004118050789
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",138089,114760,23329,10709,2253,0.09331648658069014,0.09657507822881392
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",6494,3942,2552,390,230,0.0989345509893455,0.09012539184952978
"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",14493,10298,4195,914,368,0.08875509807729656,0.08772348033373063
"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",17992,13068,4924,1248,471,0.09550045913682277,0.09565393988627133
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1898476,1738995,159481,166741,15343,0.09588354193082786,0.09620581762090782
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",143259,22816,120443,2141,11318,0.09383765778401122,0.09396976162998265
"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",141654,23092,118562,2212,11373,0.09579075004330503,0.0959244952008232
"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",90042,23277,66765,2234,6367,0.09597456716930876,0.095364337602037
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",11431,7969,3462,752,333,0.09436566695946794,0.09618717504332755
"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",6703,3950,2753,373,245,0.09443037974683545,0.08899382491827097
"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",7448,5077,2371,484,237,0.09533188891077408,0.09995782370307887
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",17300,5131,12169,513,1128,0.09998051062171116,0.09269455172980524
"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",12316,8253,4063,793,399,0.09608627165879075,0.09820329805562392
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",16644,12322,4322,1131,405,0.09178704755721474,0.09370661730680241
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",6965,2936,4029,291,399,0.09911444141689374,0.09903201787043932
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",9427,4976,4451,456,425,0.09163987138263666,0.09548416086272747
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",5749,2935,2814,284,251,0.09676320272572402,0.08919687277896234
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0]",6492,2605,3887,228,386,0.08752399232245682,0.09930537689735014
"[1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",18195,6023,12172,617,1201,0.1024406441972439,0.09866907656917516
"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0]",5705,3380,2325,321,219,0.09497041420118343,0.09419354838709677
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25891,19408,6483,1812,627,0.09336356141797197,0.0967144840351689
"[0, 0, 1, 1, 1, 1, 0, 0, 1, 1]",29996,12970,17026,1250,1596,0.09637625289128758,0.0937389874309879
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",28065,21188,6877,1957,671,0.09236360203888994,0.09757161553002763
"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",9580,6319,3261,606,328,0.0959012501978161,0.10058264336093223
"[1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",4653,2237,2416,223,261,0.09968708091193562,0.10802980132450331
"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1]",14319,5171,9148,500,845,0.09669309611293754,0.09236991692173152
"[0, 0, 1, 0, 1, 1, 0, 1, 1, 1]",7234,3300,3934,304,372,0.09212121212121212,0.0945602440264362
"[0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",16887,6374,10513,630,972,0.09883903357389394,0.0924569580519357
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",6932,2925,4007,283,421,0.09675213675213676,0.10506613426503619
"[0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",9461,4953,4508,473,454,0.09549767817484353,0.10070984915705412
"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0]",4766,2390,2376,228,227,0.09539748953974896,0.09553872053872053
"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",9378,6340,3038,618,304,0.0974763406940063,0.10006583278472679
"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",6370,3342,3028,316,273,0.0945541591861161,0.09015852047556143
"[0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",14989,5268,9721,503,964,0.0954821564160972,0.09916675239172924
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10374,3947,6427,365,577,0.09247529769445148,0.08977750116695192
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 1]",12365,4806,7559,477,714,0.09925093632958802,0.0944569387485117
"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",10523,3242,7281,333,693,0.1027143738433066,0.09517923362175525
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",9245,5292,3953,543,352,0.10260770975056689,0.08904629395395902
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",5861,2682,3179,250,322,0.09321401938851603,0.10128971374646115
"[0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",5863,2504,3359,238,311,0.0950479233226837,0.09258707948794284
"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",5418,3183,2235,284,222,0.08922400251335218,0.09932885906040269
"[1, 1, 1, 0, 0, 0, 1, 1, 1, 0]",6961,2641,4320,251,451,0.09503975766755017,0.10439814814814814
"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",7618,2930,4688,279,438,0.09522184300341296,0.09343003412969283
"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]",8800,3897,4903,393,448,0.100846805234796,0.09137262900265143
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 1]",5501,2438,3063,249,278,0.10213289581624282,0.09076069213189683
"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",5664,2313,3351,219,318,0.0946822308690013,0.09489704565801253
"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0]",7083,3074,4009,312,389,0.1014964216005205,0.09703167872287354
"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1]",4756,2319,2437,220,222,0.0948684777921518,0.09109560935576529
"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0]",5120,2443,2677,225,281,0.09209987720016373,0.10496824803884945
"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",8029,3360,4669,317,431,0.0943452380952381,0.09231098736346113
